PY_API,URL,ALIASES,CPP_API,CPP_URL
get_regularization_losses,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/get_regularization_losses,[],,
get_total_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/get_total_loss,[],,
hinge_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/hinge_loss,[],,
huber_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/huber_loss,[],,
log_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/log_loss,[],,
mean_pairwise_squared_error,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/mean_pairwise_squared_error,[],,
mean_squared_error,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/mean_squared_error,[],,
Reduction,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/Reduction,[],,
sigmoid_cross_entropy,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/sigmoid_cross_entropy,[],,
softmax_cross_entropy,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/softmax_cross_entropy,[],,
sparse_softmax_cross_entropy,https://www.tensorflow.org/api_docs/python/tf/compat/v1/losses/sparse_softmax_cross_entropy,[],,
in_top_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/math/in_top_k,['tf.compat.v1.nn.in_top_k'],tensorflow::ops::InTopK,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/in-top-k.html
log_softmax,https://www.tensorflow.org/api_docs/python/tf/compat/v1/math/log_softmax,['tf.compat.v1.nn.log_softmax'],tensorflow::ops::LogSoftmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log-softmax.html
softmax,https://www.tensorflow.org/api_docs/python/tf/compat/v1/math/softmax,['tf.compat.v1.nn.softmax'],tensorflow::ops::Softmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softmax.html
accuracy,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/accuracy,[],,
auc,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/auc,[],,
average_precision_at_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/average_precision_at_k,[],,
false_negatives,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/false_negatives,[],,
false_negatives_at_thresholds,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/false_negatives_at_thresholds,[],,
false_positives,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/false_positives,[],,
false_positives_at_thresholds,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/false_positives_at_thresholds,[],,
mean,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean,[],tensorflow::ops::Mean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mean.html
mean_absolute_error,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_absolute_error,[],,
mean_cosine_distance,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_cosine_distance,[],,
mean_iou,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_iou,[],,
mean_per_class_accuracy,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_per_class_accuracy,[],,
mean_relative_error,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_relative_error,[],,
mean_squared_error,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_squared_error,[],,
mean_tensor,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/mean_tensor,[],,
percentage_below,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/percentage_below,[],,
precision,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/precision,[],,
precision_at_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/precision_at_k,[],,
precision_at_thresholds,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/precision_at_thresholds,[],,
precision_at_top_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/precision_at_top_k,[],,
recall,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/recall,[],,
recall_at_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/recall_at_k,[],,
recall_at_thresholds,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/recall_at_thresholds,[],,
recall_at_top_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/recall_at_top_k,[],,
root_mean_squared_error,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/root_mean_squared_error,[],,
sensitivity_at_specificity,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/sensitivity_at_specificity,[],,
sparse_average_precision_at_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/sparse_average_precision_at_k,[],,
sparse_precision_at_k,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/sparse_precision_at_k,[],,
specificity_at_sensitivity,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/specificity_at_sensitivity,[],,
true_negatives,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/true_negatives,[],,
true_negatives_at_thresholds,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/true_negatives_at_thresholds,[],,
true_positives,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/true_positives,[],,
true_positives_at_thresholds,https://www.tensorflow.org/api_docs/python/tf/compat/v1/metrics/true_positives_at_thresholds,[],,
avg_pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/avg_pool,['tf.compat.v1.nn.avg_pool2d'],tensorflow::ops::AvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool.html
batch_norm_with_global_normalization,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/batch_norm_with_global_normalization,[],,
bidirectional_dynamic_rnn,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/bidirectional_dynamic_rnn,[],,
conv1d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv1d,[],,
conv2d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv2d,[],,
conv2d_backprop_filter,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv2d_backprop_filter,[],,
conv2d_backprop_input,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv2d_backprop_input,[],,
conv2d_transpose,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv2d_transpose,[],,
conv3d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv3d,[],,
conv3d_backprop_filter,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv3d_backprop_filter,['tf.compat.v1.nn.conv3d_backprop_filter_v2'],,
conv3d_transpose,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/conv3d_transpose,[],,
convolution,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/convolution,[],,
crelu,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/crelu,[],,
ctc_beam_search_decoder,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/ctc_beam_search_decoder,[],,
ctc_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/ctc_loss,[],,
depthwise_conv2d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/depthwise_conv2d,[],,
depthwise_conv2d_native,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/depthwise_conv2d_native,[],tensorflow::ops::DepthwiseConv2dNative,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native.html
dilation2d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/dilation2d,[],,
dropout,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/dropout,[],,
dynamic_rnn,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/dynamic_rnn,[],,
embedding_lookup,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/embedding_lookup,[],,
embedding_lookup_sparse,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/embedding_lookup_sparse,[],,
erosion2d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/erosion2d,[],,
fractional_avg_pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/fractional_avg_pool,[],tensorflow::ops::FractionalAvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fractional-avg-pool.html
fractional_max_pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/fractional_max_pool,[],tensorflow::ops::FractionalMaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fractional-max-pool.html
fused_batch_norm,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/fused_batch_norm,[],tensorflow::ops::FusedBatchNorm,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm.html
max_pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/max_pool,[],tensorflow::ops::MaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool.html
max_pool_with_argmax,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/max_pool_with_argmax,[],tensorflow::ops::MaxPoolWithArgmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-with-argmax.html
moments,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/moments,[],,
nce_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/nce_loss,[],,
pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/pool,[],,
quantized_avg_pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/quantized_avg_pool,[],tensorflow::ops::QuantizedAvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-avg-pool.html
quantized_conv2d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/quantized_conv2d,[],,
quantized_max_pool,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/quantized_max_pool,[],tensorflow::ops::QuantizedMaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-max-pool.html
quantized_relu_x,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/quantized_relu_x,[],tensorflow::ops::QuantizedReluX,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu-x.html
raw_rnn,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/raw_rnn,[],,
relu_layer,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/relu_layer,[],,
safe_embedding_lookup_sparse,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/safe_embedding_lookup_sparse,[],,
sampled_softmax_loss,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/sampled_softmax_loss,[],,
separable_conv2d,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/separable_conv2d,[],,
sigmoid_cross_entropy_with_logits,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/sigmoid_cross_entropy_with_logits,[],,
softmax_cross_entropy_with_logits,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/softmax_cross_entropy_with_logits,[],tensorflow::ops::SoftmaxCrossEntropyWithLogits,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softmax-cross-entropy-with-logits.html
softmax_cross_entropy_with_logits_v2,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/softmax_cross_entropy_with_logits_v2,[],,
sparse_softmax_cross_entropy_with_logits,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/sparse_softmax_cross_entropy_with_logits,[],tensorflow::ops::SparseSoftmaxCrossEntropyWithLogits,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-softmax-cross-entropy-with-logits.html
static_bidirectional_rnn,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/static_bidirectional_rnn,[],,
static_rnn,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/static_rnn,[],,
static_state_saving_rnn,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/static_state_saving_rnn,[],,
sufficient_statistics,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/sufficient_statistics,[],,
weighted_cross_entropy_with_logits,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/weighted_cross_entropy_with_logits,[],,
weighted_moments,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/weighted_moments,[],,
xw_plus_b,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/xw_plus_b,[],,
BasicLSTMCell,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/BasicLSTMCell,[],,
BasicRNNCell,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/BasicRNNCell,[],,
DeviceWrapper,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/DeviceWrapper,[],,
DropoutWrapper,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/DropoutWrapper,[],,
GRUCell,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/GRUCell,[],,
LSTMCell,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/LSTMCell,[],,
LSTMStateTuple,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/LSTMStateTuple,[],,
MultiRNNCell,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/MultiRNNCell,[],,
ResidualWrapper,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/ResidualWrapper,[],,
RNNCell,https://www.tensorflow.org/api_docs/python/tf/compat/v1/nn/rnn_cell/RNNCell,[],,
AdviceProto,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/AdviceProto,[],,
AdviceProto.Checker,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/AdviceProto/Checker,[],,
AdviceProto.CheckersEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/AdviceProto/CheckersEntry,[],,
advise,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/advise,[],,
GraphNodeProto,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/GraphNodeProto,[],,
GraphNodeProto.InputShapesEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/GraphNodeProto/InputShapesEntry,[],,
MultiGraphNodeProto,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/MultiGraphNodeProto,[],,
OpLogProto,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/OpLogProto,[],,
OpLogProto.IdToStringEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/OpLogProto/IdToStringEntry,[],,
profile,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/profile,[],,
ProfileOptionBuilder,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/ProfileOptionBuilder,[],,
Profiler,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/Profiler,[],,
write_op_log,https://www.tensorflow.org/api_docs/python/tf/compat/v1/profiler/write_op_log,[],,
constant_value,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ragged/constant_value,[],,
placeholder,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ragged/placeholder,[],,
RaggedTensorValue,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ragged/RaggedTensorValue,[],,
stateless_multinomial,https://www.tensorflow.org/api_docs/python/tf/compat/v1/random/stateless_multinomial,[],,
get_data_files_path,https://www.tensorflow.org/api_docs/python/tf/compat/v1/resource_loader/get_data_files_path,[],,
get_path_to_datafile,https://www.tensorflow.org/api_docs/python/tf/compat/v1/resource_loader/get_path_to_datafile,[],,
get_root_dir_with_all_resources,https://www.tensorflow.org/api_docs/python/tf/compat/v1/resource_loader/get_root_dir_with_all_resources,[],,
load_resource,https://www.tensorflow.org/api_docs/python/tf/compat/v1/resource_loader/load_resource,[],,
readahead_file_path,https://www.tensorflow.org/api_docs/python/tf/compat/v1/resource_loader/readahead_file_path,[],,
Builder,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/Builder,['tf.compat.v1.saved_model.builder.SavedModelBuilder'],,
build_signature_def,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/build_signature_def,['tf.compat.v1.saved_model.signature_def_utils.build_signature_def'],,
build_tensor_info,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/build_tensor_info,['tf.compat.v1.saved_model.utils.build_tensor_info'],,
classification_signature_def,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/classification_signature_def,['tf.compat.v1.saved_model.signature_def_utils.classification_signature_def'],,
contains_saved_model,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/contains_saved_model,"['tf.compat.v1.saved_model.loader.maybe_saved_model_directory', 'tf.compat.v1.saved_model.maybe_saved_model_directory']",,
get_tensor_from_tensor_info,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/get_tensor_from_tensor_info,['tf.compat.v1.saved_model.utils.get_tensor_from_tensor_info'],,
is_valid_signature,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/is_valid_signature,['tf.compat.v1.saved_model.signature_def_utils.is_valid_signature'],,
load,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/load,['tf.compat.v1.saved_model.loader.load'],,
main_op_with_restore,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/main_op_with_restore,['tf.compat.v1.saved_model.main_op.main_op_with_restore'],,
predict_signature_def,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/predict_signature_def,['tf.compat.v1.saved_model.signature_def_utils.predict_signature_def'],,
regression_signature_def,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/regression_signature_def,['tf.compat.v1.saved_model.signature_def_utils.regression_signature_def'],,
simple_save,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/simple_save,[],,
main_op,https://www.tensorflow.org/api_docs/python/tf/compat/v1/saved_model/main_op/main_op,[],,
length,https://www.tensorflow.org/api_docs/python/tf/compat/v1/strings/length,[],,
split,https://www.tensorflow.org/api_docs/python/tf/compat/v1/strings/split,[],,
substr,https://www.tensorflow.org/api_docs/python/tf/compat/v1/strings/substr,[],,
all_v2_summary_ops,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/all_v2_summary_ops,[],,
audio,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/audio,[],,
FileWriter,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/FileWriter,[],,
FileWriterCache,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/FileWriterCache,[],,
get_summary_description,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/get_summary_description,[],,
histogram,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/histogram,[],,
image,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/image,[],,
initialize,https://www.tensorflow.org/api_docs/python/tf/compat/v1/summary/initialize,[],,
