class,Type,name,input,link,source_code
torch.nn.MaxPool3d,class,,"kernel_size,stride=None,padding=0,dilation=1,return_indices=False,ceil_mode=False",https://pytorch.org/docs/stable/nn.html#torch.nn.MaxPool3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#MaxPool3d
torch.nn.MaxUnpool1d,class,,"kernel_size,stride=None,padding=0",https://pytorch.org/docs/stable/nn.html#torch.nn.MaxUnpool1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#MaxUnpool1d
torch.nn.MaxUnpool2d,class,,"kernel_size,stride=None,padding=0",https://pytorch.org/docs/stable/nn.html#torch.nn.MaxUnpool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#MaxUnpool2d
torch.nn.MaxUnpool3d,class,,"kernel_size,stride=None,padding=0",https://pytorch.org/docs/stable/nn.html#torch.nn.MaxUnpool3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#MaxUnpool3d
torch.nn.AvgPool1d,class,,"kernel_size,stride=None,padding=0,ceil_mode=False,count_include_pad=True",https://pytorch.org/docs/stable/nn.html#torch.nn.AvgPool1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AvgPool1d
torch.nn.AvgPool2d,class,,"kernel_size,stride=None,padding=0,ceil_mode=False,count_include_pad=True,divisor_override=None",https://pytorch.org/docs/stable/nn.html#torch.nn.AvgPool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AvgPool2d
torch.nn.AvgPool3d,class,,"kernel_size,stride=None,padding=0,ceil_mode=False,count_include_pad=True,divisor_override=None",https://pytorch.org/docs/stable/nn.html#torch.nn.AvgPool3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AvgPool3d
torch.nn.FractionalMaxPool2d,class,,"kernel_size,output_size=None,output_ratio=None,return_indices=False,_random_samples=None",https://pytorch.org/docs/stable/nn.html#torch.nn.FractionalMaxPool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#FractionalMaxPool2d
torch.nn.LPPool1d,class,,"norm_type,kernel_size,stride=None,ceil_mode=False",https://pytorch.org/docs/stable/nn.html#torch.nn.LPPool1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#LPPool1d
torch.nn.LPPool2d,class,,"norm_type,kernel_size,stride=None,ceil_mode=False",https://pytorch.org/docs/stable/nn.html#torch.nn.LPPool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#LPPool2d
torch.nn.AdaptiveMaxPool1d,class,,"output_size,return_indices=False",https://pytorch.org/docs/stable/nn.html#torch.nn.AdaptiveMaxPool1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AdaptiveMaxPool1d
torch.nn.AdaptiveMaxPool2d,class,,"output_size,return_indices=False",https://pytorch.org/docs/stable/nn.html#torch.nn.AdaptiveMaxPool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AdaptiveMaxPool2d
torch.nn.AdaptiveMaxPool3d,class,,"output_size,return_indices=False",https://pytorch.org/docs/stable/nn.html#torch.nn.AdaptiveMaxPool3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AdaptiveMaxPool3d
torch.nn.AdaptiveAvgPool1d,class,,output_size,https://pytorch.org/docs/stable/nn.html#torch.nn.AdaptiveAvgPool1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AdaptiveAvgPool1d
torch.nn.AdaptiveAvgPool2d,class,,output_size,https://pytorch.org/docs/stable/nn.html#torch.nn.AdaptiveAvgPool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AdaptiveAvgPool2d
torch.nn.AdaptiveAvgPool3d,class,,output_size,https://pytorch.org/docs/stable/nn.html#torch.nn.AdaptiveAvgPool3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#AdaptiveAvgPool3d
torch.nn.ReflectionPad1d,class,,padding,https://pytorch.org/docs/stable/nn.html#torch.nn.ReflectionPad1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ReflectionPad1d
torch.nn.ReflectionPad2d,class,,padding,https://pytorch.org/docs/stable/nn.html#torch.nn.ReflectionPad2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ReflectionPad2d
torch.nn.ReplicationPad1d,class,,padding,https://pytorch.org/docs/stable/nn.html#torch.nn.ReplicationPad1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ReplicationPad1d
torch.nn.ReplicationPad2d,class,,padding,https://pytorch.org/docs/stable/nn.html#torch.nn.ReplicationPad2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ReplicationPad2d
torch.nn.ReplicationPad3d,class,,padding,https://pytorch.org/docs/stable/nn.html#torch.nn.ReplicationPad3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ReplicationPad3d
torch.nn.ZeroPad2d,class,,padding,https://pytorch.org/docs/stable/nn.html#torch.nn.ZeroPad2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ZeroPad2d
torch.nn.ConstantPad1d,class,,"padding,value",https://pytorch.org/docs/stable/nn.html#torch.nn.ConstantPad1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ConstantPad1d
torch.nn.ConstantPad2d,class,,"padding,value",https://pytorch.org/docs/stable/nn.html#torch.nn.ConstantPad2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ConstantPad2d
torch.nn.ConstantPad3d,class,,"padding,value",https://pytorch.org/docs/stable/nn.html#torch.nn.ConstantPad3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/padding.html#ConstantPad3d
torch.nn.ELU,class,,"alpha=1.0,inplace=False",https://pytorch.org/docs/stable/nn.html#torch.nn.ELU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#ELU
torch.nn.Hardshrink,class,,lambd=0.5,https://pytorch.org/docs/stable/nn.html#torch.nn.Hardshrink,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#Hardshrink
torch.nn.Hardtanh,class,,"min_val=-1.0,max_val=1.0,inplace=False,min_value=None,max_value=None",https://pytorch.org/docs/stable/nn.html#torch.nn.Hardtanh,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#Hardtanh
torch.nn.LeakyReLU,class,,"negative_slope=0.01,inplace=False",https://pytorch.org/docs/stable/nn.html#torch.nn.LeakyReLU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#LeakyReLU
torch.nn.LogSigmoid,class,,,https://pytorch.org/docs/stable/nn.html#torch.nn.LogSigmoid,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#LogSigmoid
torch.nn.MultiheadAttention,class,,"embed_dim,num_heads,dropout=0.0,bias=True,add_bias_kv=False,add_zero_attn=False,kdim=None,vdim=None",https://pytorch.org/docs/stable/nn.html#torch.nn.MultiheadAttention,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#MultiheadAttention
torch.nn.MultiheadAttention,method,forward,"query,key,value,key_padding_mask=None,need_weights=True,attn_mask=None",https://pytorch.org/docs/stable/nn.html#torch.nn.MultiheadAttention.forward,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#MultiheadAttention.forward
torch.nn.PReLU,class,,"num_parameters=1,init=0.25",https://pytorch.org/docs/stable/nn.html#torch.nn.PReLU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#PReLU
torch.nn.ReLU,class,,inplace=False,https://pytorch.org/docs/stable/nn.html#torch.nn.ReLU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#ReLU
torch.nn.ReLU6,class,,inplace=False,https://pytorch.org/docs/stable/nn.html#torch.nn.ReLU6,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#ReLU6
torch.nn.RReLU,class,,"lower=0.125,upper=0.3333333333333333,inplace=False",https://pytorch.org/docs/stable/nn.html#torch.nn.RReLU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#RReLU
torch.nn.SELU,class,,inplace=False,https://pytorch.org/docs/stable/nn.html#torch.nn.SELU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#SELU
torch.nn.CELU,class,,"alpha=1.0,inplace=False",https://pytorch.org/docs/stable/nn.html#torch.nn.CELU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#CELU
torch.nn.GELU,class,,,https://pytorch.org/docs/stable/nn.html#torch.nn.GELU,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#GELU
torch.nn.Sigmoid,class,,,https://pytorch.org/docs/stable/nn.html#torch.nn.Sigmoid,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#Sigmoid
torch.nn.Softplus,class,,"beta=1,threshold=20",https://pytorch.org/docs/stable/nn.html#torch.nn.Softplus,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#Softplus
torch.nn.Softshrink,class,,lambd=0.5,https://pytorch.org/docs/stable/nn.html#torch.nn.Softshrink,https://pytorch.org/docs/stable/_modules/torch/nn/modules/activation.html#Softshrink
